,joy,sadness,disgust,contempt,anger,fear,surprise,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,lidTighten,jawDrop,dimpler,eyeWiden,cheekRaise,lipStretch,pain
270,0,0,0,0,0,0,4,0,5,0,10,55,0,1,0,0,2,0,0,6,2,0,0,63,0,0,0,0,0,0,1
271,0,0,0,0,0,0,4,4,10,15,0,52,0,0,0,0,0,1,5,16,17,16,0,85,0,0,97,12,0,40,0
272,0,0,1,0,0,9,1,31,0,0,2,23,0,0,0,0,0,0,1,0,0,0,0,99,0,1,4,84,89,2,0
273,86,0,0,0,0,0,0,74,98,78,1,2,0,0,0,0,0,0,0,6,0,10,0,93,0,0,0,0,0,0,0
274,25,0,97,0,5,0,0,0,100,94,0,26,100,100,42,0,0,0,0,0,98,0,0,96,77,8,0,0,12,23,1
275,0,100,0,1,1,0,0,-100,100,0,73,0,91,5,0,93,1,0,0,16,1,0,0,96,2,1,0,0,0,0,1
276,100,0,0,0,0,0,4,81,100,100,0,3,0,3,19,0,0,0,20,1,75,0,0,96,0,45,4,0,3,14,0
277,0,0,0,0,0,5,56,0,50,0,27,99,0,0,0,0,0,0,1,0,0,0,0,98,0,0,0,100,0,0,0
278,0,92,100,0,11,0,0,-27,100,24,77,0,100,100,1,0,85,1,3,1,6,3,0,98,100,1,0,0,100,3,1
279,0,0,99,0,80,0,0,0,100,58,4,0,100,95,1,0,0,0,0,0,88,1,0,98,99,3,0,0,56,0,1
280,0,2,100,1,95,0,0,-100,100,0,0,0,99,100,100,0,0,2,0,0,94,0,0,94,50,65,0,0,0,0,1
281,0,0,4,0,0,0,0,0,7,0,0,0,14,9,5,0,9,2,0,0,19,0,0,36,0,1,0,0,12,1,1
282,98,0,0,0,0,0,0,31,100,100,2,1,21,47,0,0,98,0,1,19,2,0,0,58,7,0,4,0,30,20,0
283,100,0,0,0,0,0,1,97,100,100,7,1,0,0,0,0,1,0,0,1,39,0,0,98,0,0,0,26,0,1,0
284,0,98,1,1,0,0,0,-97,95,0,79,0,69,6,0,71,0,0,0,0,1,0,0,98,0,4,0,0,0,0,1
285,96,0,0,0,0,0,77,83,100,100,0,100,0,0,22,0,17,0,0,0,55,0,0,99,0,7,0,98,0,1,0
286,0,100,0,1,4,0,0,-100,100,0,98,0,100,0,0,100,0,0,2,0,0,1,0,98,69,0,4,0,0,0,1
287,99,0,0,0,0,0,0,66,100,98,3,0,0,0,0,0,0,0,0,99,0,0,2,98,11,0,1,0,2,0,0
288,0,45,0,1,12,0,0,-36,75,0,6,0,97,1,0,18,0,0,1,0,0,2,0,38,20,1,0,0,0,0,0
289,0,14,5,1,32,0,0,-20,94,0,4,0,100,1,0,0,0,0,0,0,38,0,100,98,14,1,0,0,5,0,1
290,0,99,100,1,3,0,0,-100,100,0,100,1,100,93,69,80,0,90,0,0,100,0,0,94,2,9,0,0,1,0,1
291,0,100,24,1,2,0,0,-100,100,0,78,0,100,48,0,100,38,0,0,1,3,0,0,99,16,0,0,0,0,0,1
292,55,0,34,0,0,0,0,24,100,90,0,0,77,74,1,0,0,0,0,0,82,2,0,97,2,2,0,0,0,0,1
293,0,100,80,99,21,1,0,-32,100,0,100,0,100,35,6,0,2,79,1,0,10,81,0,97,100,2,0,0,100,3,1
294,0,0,0,0,0,0,0,0,1,1,1,9,0,0,0,0,3,0,20,1,0,7,0,98,0,0,99,1,0,98,0
295,0,0,0,0,0,0,0,3,1,14,5,0,0,1,6,0,2,17,0,0,9,0,0,98,0,4,0,0,0,0,0
296,99,0,0,0,0,0,38,35,100,100,2,62,0,5,81,0,59,1,2,1,95,0,0,96,0,11,0,1,48,0,0
297,0,0,68,0,1,0,0,0,100,38,4,0,80,47,24,0,0,7,0,0,32,16,0,94,28,1,0,0,33,6,1
298,0,0,4,0,0,0,82,-38,98,0,46,54,0,6,1,39,5,0,0,0,100,0,0,64,0,81,0,0,1,0,1
299,99,0,0,0,0,0,53,15,100,100,0,79,0,0,0,0,100,0,66,100,98,0,0,97,0,0,0,0,100,94,0
300,0,0,0,0,0,0,0,-6,7,0,1,5,1,0,0,0,0,0,58,1,0,4,0,91,0,0,47,7,0,7,0
301,0,0,0,0,0,1,3,-2,14,0,0,40,0,0,0,0,9,18,6,35,1,1,0,87,0,0,99,58,0,40,0
302,0,0,81,0,1,0,0,-35,33,7,0,0,34,79,0,0,0,0,2,0,11,1,0,97,73,2,0,0,0,0,1
303,0,60,100,1,85,0,0,-64,100,0,22,0,100,99,1,0,0,0,2,5,3,0,90,95,100,0,0,0,51,4,1
304,0,0,20,0,0,0,3,-21,61,20,0,6,0,1,84,13,0,96,0,0,100,0,0,76,0,3,0,0,0,0,0
305,0,0,0,0,0,0,0,27,8,33,0,0,5,0,0,0,0,0,0,0,3,0,0,91,0,5,1,1,0,2,0
306,0,94,99,1,69,0,0,-95,100,0,47,0,100,77,0,61,1,0,0,0,31,0,0,98,85,1,0,0,10,0,0
307,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,94,0,0,0,29,0,0,0
308,0,0,0,93,0,0,0,-17,29,0,1,0,0,0,0,0,0,0,4,87,0,83,0,98,0,0,39,0,0,0,0
309,0,27,1,2,25,0,0,-21,49,0,1,0,98,1,0,0,0,0,1,1,0,3,0,94,32,0,1,0,0,0,1
310,98,0,25,0,0,0,89,25,100,100,1,96,0,40,99,0,0,0,4,0,100,0,0,98,0,3,0,99,2,27,0
311,0,0,0,0,0,0,6,0,18,0,0,69,0,0,0,3,10,3,1,0,0,0,0,97,0,1,0,2,0,0,0
312,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,98,0,0,0,0,0,0,0
313,57,0,0,0,0,0,0,-7,99,73,0,0,13,62,0,0,98,0,2,100,0,13,0,47,3,0,25,0,7,91,1
314,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,21,0,0,98,0,26,0,1,0,0,1
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
316,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,96,0,0,0,8,12,0,1
317,99,0,5,0,0,0,37,30,100,100,9,61,0,35,89,0,0,0,5,0,100,0,0,98,0,0,0,0,1,54,0
318,100,0,30,0,0,0,1,36,100,99,0,2,20,100,9,0,0,0,0,0,89,0,0,94,41,15,0,0,15,13,1
319,18,0,44,0,0,0,0,12,100,94,0,0,93,99,0,0,3,0,1,2,2,1,0,95,17,0,0,0,4,0,1
320,0,83,96,1,14,0,0,-88,55,2,39,1,100,97,0,3,3,0,0,0,0,0,0,95,50,0,0,0,2,0,1
321,0,0,79,0,0,0,0,-11,100,18,2,17,60,5,100,0,30,1,0,0,6,1,0,91,3,2,0,0,99,8,1
322,0,0,0,0,0,2,45,19,50,0,4,100,0,0,0,0,0,0,0,0,0,0,0,97,0,1,0,95,63,0,0
323,70,0,0,0,0,0,1,63,100,68,0,0,0,1,4,0,5,2,1,0,40,15,0,93,0,35,1,0,3,0,0
324,0,0,100,0,79,0,0,-72,100,20,0,0,77,100,32,0,0,0,22,0,98,7,0,98,76,2,0,0,0,3,1
325,0,0,0,0,0,0,0,0,48,0,23,0,0,0,0,0,0,99,0,0,1,0,0,86,0,2,0,0,0,0,0
326,98,0,50,0,0,0,73,39,100,100,4,82,5,88,8,0,1,0,4,21,96,0,0,98,6,0,0,95,100,100,0
327,0,100,1,1,0,0,0,-81,93,0,85,0,98,4,0,38,1,0,0,0,0,0,0,98,1,0,0,0,0,0,1
328,100,0,84,0,0,0,2,44,100,100,9,0,0,100,0,0,1,0,0,0,79,0,0,98,55,7,0,0,100,68,0
329,0,0,0,0,0,15,84,-19,55,0,96,100,1,0,0,0,0,3,0,0,0,0,0,91,0,0,0,100,0,0,0
330,0,87,4,1,19,0,0,-81,97,0,26,0,100,23,0,48,3,0,1,0,4,0,0,98,41,0,0,0,0,0,1
331,100,0,20,0,0,0,7,21,100,100,1,0,0,87,0,17,0,9,16,47,99,0,0,96,1,57,44,0,100,100,0
332,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,1
333,0,20,13,1,56,0,0,-22,100,1,0,0,100,4,0,2,0,0,0,0,15,0,0,89,47,2,0,0,0,0,1
334,0,40,100,1,4,0,0,-100,46,0,12,1,96,95,65,0,0,0,0,0,2,0,0,97,1,0,0,0,1,0,1
335,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0
336,100,0,0,0,0,0,3,48,100,100,54,4,0,1,0,0,1,0,99,5,51,0,0,98,0,3,99,0,29,98,0
337,100,0,3,0,0,0,3,36,100,100,0,1,0,21,100,0,0,0,0,0,100,0,0,96,0,9,0,0,13,0,0
338,0,4,0,1,66,0,0,-81,100,7,40,0,61,0,0,0,100,0,1,98,0,8,0,74,12,0,99,0,0,44,1
339,0,0,0,0,1,0,0,-32,64,4,0,0,10,0,0,0,98,0,1,38,0,2,0,89,1,0,21,0,0,3,1
340,0,11,99,2,98,0,0,-83,100,2,21,0,100,99,3,0,0,0,0,0,77,4,0,90,99,2,0,0,0,1,1
341,100,0,0,0,0,0,6,65,100,100,0,32,0,18,9,0,62,3,1,1,57,0,0,96,0,21,0,0,56,0,0
342,100,0,0,0,0,0,0,36,100,100,9,0,0,0,0,0,16,0,96,79,1,0,0,98,0,0,34,0,0,75,0
343,0,100,10,4,12,1,0,-50,100,0,100,0,100,0,0,0,0,3,1,0,0,11,0,96,94,0,0,0,10,0,1
344,0,2,100,1,29,0,0,-100,100,0,15,0,87,67,100,1,1,100,0,0,100,0,0,95,0,100,0,0,0,0,1
345,0,46,1,1,7,0,0,-25,53,0,10,0,100,0,0,2,0,0,0,0,0,0,0,87,6,0,1,0,0,0,0
346,0,5,0,14,0,0,2,-20,1,0,88,16,2,0,0,0,1,2,0,11,1,42,0,73,0,0,0,0,0,0,1
347,0,12,0,1,40,0,0,-35,95,0,0,0,100,0,0,0,1,4,1,42,14,0,0,97,7,9,0,0,0,0,1
348,0,0,0,0,0,0,1,0,1,0,0,30,0,0,0,0,0,0,8,1,0,0,0,93,0,0,39,2,0,26,0
349,98,0,0,0,0,0,0,84,100,100,0,0,24,14,0,0,0,0,2,2,0,0,0,96,0,0,96,0,1,27,1
350,29,0,7,0,0,0,0,25,100,92,0,0,84,81,1,0,0,0,2,0,28,0,0,96,0,0,0,0,12,1,1
351,0,0,2,0,0,0,0,-4,0,0,10,0,5,11,13,0,0,0,0,0,8,0,0,98,0,0,0,0,0,0,1
352,0,0,0,0,0,0,26,-3,78,0,10,100,0,0,0,18,0,0,0,0,0,0,0,98,0,0,0,1,0,0,0
353,100,0,0,0,0,0,1,99,100,100,0,2,1,0,0,0,0,0,0,0,66,0,0,94,0,0,0,37,0,0,0
354,0,0,1,0,0,0,0,0,6,0,1,0,21,8,0,0,0,40,0,6,0,0,0,96,71,0,0,0,0,0,0
355,0,76,100,82,98,0,0,-83,100,1,47,0,100,100,100,90,1,17,0,0,100,56,0,97,98,100,0,0,35,0,1
356,4,0,0,0,0,0,0,25,91,49,0,4,2,49,0,3,83,0,1,27,0,10,0,93,1,0,20,0,100,1,0
357,97,0,0,0,0,0,10,63,100,100,0,61,0,14,0,0,84,3,0,8,5,0,0,55,0,0,1,95,95,12,0
358,0,96,100,1,48,0,0,-82,100,0,62,0,100,94,0,0,0,0,1,0,0,0,98,96,100,0,0,0,28,7,1
359,98,0,26,0,0,0,90,16,100,100,1,97,0,56,98,0,0,0,4,1,100,0,0,97,0,5,0,97,1,15,0
360,0,96,7,1,1,0,0,-2,98,0,61,0,100,4,0,0,0,0,0,0,0,0,4,93,7,0,3,0,90,0,1
361,96,0,0,0,0,0,27,97,100,100,0,88,0,0,0,0,0,1,1,7,33,0,0,70,0,3,36,0,100,27,0
362,99,0,0,0,0,0,65,75,100,100,0,78,0,0,7,0,11,6,54,0,78,0,0,99,0,0,0,100,24,9,0
363,100,0,0,0,0,0,28,74,100,100,13,5,0,3,38,0,0,17,0,0,98,0,0,98,0,79,0,77,0,0,0
364,99,0,0,0,0,0,2,88,100,100,0,20,0,9,12,0,0,0,1,1,25,0,0,99,0,23,6,0,96,8,0
365,0,0,0,1,0,0,0,0,1,14,11,0,0,0,0,0,1,0,26,31,0,25,0,94,0,0,99,0,0,58,0
366,0,0,0,0,0,5,14,0,9,0,0,67,0,0,0,0,0,0,0,0,0,0,0,98,0,5,0,95,0,0,0
367,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,40,0,0,93,0,0,0,1,0,0,0
368,0,0,99,0,0,0,88,-39,98,44,100,100,5,100,31,0,0,0,0,0,53,0,0,94,59,16,0,0,16,0,1
369,99,0,11,0,0,0,46,68,100,100,0,68,0,61,0,0,0,1,0,0,100,0,0,47,1,8,2,1,100,58,0
370,0,0,16,0,0,0,4,-26,2,0,0,0,0,2,70,0,0,0,0,0,44,0,2,63,0,100,0,0,0,0,0
371,0,0,0,0,0,33,1,0,60,0,0,6,0,0,2,0,1,100,0,0,0,0,0,84,0,0,0,95,0,0,0
372,0,29,0,1,8,0,0,-20,51,0,0,0,99,0,0,0,1,1,0,0,0,0,0,97,2,61,0,0,0,0,1
373,0,1,100,1,94,0,0,-93,100,6,0,0,100,99,79,0,0,0,0,0,100,2,0,89,48,92,0,0,0,0,1
374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,94,0,0,0,0,0,0,0
375,0,99,66,16,27,1,0,-26,100,0,85,0,100,32,0,0,0,1,0,0,0,26,30,96,100,0,0,0,90,8,1
376,93,0,0,0,0,0,0,79,99,80,0,0,0,0,0,0,0,0,0,0,24,0,0,97,0,0,0,0,0,0,0
377,33,0,93,0,3,0,0,0,100,100,4,0,100,100,48,0,34,0,0,0,22,0,0,95,100,1,0,0,100,1,1
378,97,0,0,0,0,0,97,87,100,94,41,85,0,0,0,0,0,0,0,0,100,0,0,81,0,100,0,1,26,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
380,0,5,75,0,0,0,0,-42,63,0,37,2,39,53,1,0,0,0,0,0,1,0,0,99,1,1,0,0,2,0,1
381,9,0,0,0,0,0,0,49,100,56,0,1,9,2,1,0,2,3,8,0,1,1,0,55,6,0,4,0,8,2,1
382,0,0,0,0,0,4,34,0,100,0,1,87,0,0,0,0,0,92,0,0,0,0,0,98,0,10,0,100,0,0,0
383,0,0,0,0,0,16,85,-19,51,0,100,100,0,0,0,0,0,1,0,0,1,0,0,99,0,0,0,100,1,0,0
384,0,0,1,1,0,0,0,-2,0,0,0,0,7,5,0,14,0,0,0,0,0,12,0,71,1,8,0,0,0,0,0
385,0,4,100,0,0,0,44,-38,100,0,100,92,11,99,0,0,8,0,1,0,1,0,0,98,42,1,0,0,100,0,1
386,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,33,0,0,1,0,0,99,0,0,0,28,0,0,0
387,100,0,0,0,0,0,0,56,100,100,0,2,0,3,0,0,41,0,91,0,24,0,0,86,1,0,42,0,0,5,1
388,0,0,0,0,0,0,0,-46,49,4,7,0,0,0,0,0,0,0,99,83,1,0,0,92,0,0,0,0,0,0,0
389,7,0,0,0,0,0,63,55,100,58,0,87,0,0,0,0,0,0,0,0,94,0,0,97,0,1,0,6,0,0,0
390,100,0,0,0,0,0,0,98,100,100,3,2,0,0,0,0,0,0,0,3,1,0,0,99,0,0,0,61,0,0,0
391,0,0,0,0,0,19,2,-29,51,0,0,31,0,0,0,0,26,11,32,69,0,2,0,88,0,0,100,83,0,50,0
392,0,0,0,0,0,0,0,-2,0,0,40,1,0,0,0,0,0,0,3,6,0,0,0,98,0,0,98,0,0,10,0
393,0,0,0,0,0,1,3,0,1,0,3,38,0,0,0,0,0,0,0,1,0,0,0,99,0,0,89,62,5,0,0
394,0,25,6,2,32,0,0,-34,100,3,0,0,100,1,0,0,42,0,4,3,0,6,0,93,39,0,20,0,0,1,1
395,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,2,0,0,0,0,0,0,98,0,1,0,3,0,0,0
396,0,21,0,1,7,0,0,-19,100,0,0,0,97,0,0,0,0,94,0,0,7,0,0,90,0,10,0,0,0,0,0
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,100,98,0,7,0,0,1,0,0
398,58,0,0,0,0,0,30,81,100,88,0,99,0,0,0,0,14,0,0,6,0,0,0,78,0,0,0,46,0,2,0
399,0,22,6,2,24,0,0,-22,98,0,2,0,100,0,0,0,0,54,4,0,15,3,0,96,18,1,1,0,0,5,1
400,0,37,98,1,84,0,0,-82,70,1,14,0,99,99,0,0,1,0,5,0,13,1,0,97,88,0,0,0,1,0,1
401,0,75,0,1,1,0,0,-38,50,0,52,0,84,0,0,0,0,0,2,16,0,1,0,93,0,0,30,0,0,1,0
402,16,1,99,0,0,0,0,0,100,85,71,0,99,100,43,24,3,1,0,0,100,0,0,59,50,96,0,0,98,0,1
403,0,0,100,0,0,0,75,-60,100,3,1,57,0,100,100,0,30,1,0,0,100,0,0,99,0,100,0,0,80,0,1
404,0,0,38,0,77,0,0,0,100,64,0,0,100,76,2,0,0,0,2,0,91,7,2,99,99,1,14,0,0,18,1
405,0,0,0,2,0,0,0,-19,51,0,0,4,1,0,0,0,97,1,0,0,1,20,0,98,0,7,0,1,0,0,0
406,94,0,0,0,0,0,0,54,99,82,0,1,0,7,11,0,48,0,8,0,17,1,0,36,0,2,2,1,0,13,1
407,0,0,0,0,0,0,1,0,1,0,0,20,0,0,0,14,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0
408,100,0,0,0,0,0,1,94,100,100,13,1,0,0,0,0,5,0,0,0,19,0,0,97,0,0,0,37,0,1,0
409,0,100,1,1,0,1,0,-53,45,0,100,0,97,0,0,0,0,0,0,0,0,0,0,95,0,1,0,0,0,0,1
410,50,0,1,0,0,0,71,0,100,86,98,97,2,70,0,0,77,0,0,59,12,0,0,98,44,8,0,0,92,1,1
411,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,0,96,0,2,0,0,0,0,1
412,0,36,3,30,10,0,0,-23,68,0,9,0,100,0,0,0,0,0,0,0,10,33,0,96,7,5,0,0,0,0,1
413,15,0,0,0,0,0,2,60,89,65,1,43,0,0,0,0,3,0,0,3,0,0,0,92,0,0,0,0,0,0,1
414,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,85,0,1,0,0,0,0,0
415,59,0,0,0,0,0,0,0,94,69,1,0,0,0,0,0,88,0,54,100,0,9,0,98,0,0,24,0,0,3,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
417,0,0,0,58,0,0,0,-32,30,0,8,13,0,0,0,0,1,5,52,75,0,62,6,73,0,0,85,0,0,1,0
418,32,0,100,0,33,0,0,0,100,91,11,0,100,100,100,8,0,0,0,0,100,0,0,96,100,88,0,0,100,0,1
419,0,97,5,0,0,0,0,-100,94,0,98,1,38,11,1,100,7,0,0,0,0,0,0,97,0,3,0,0,0,0,1
420,0,92,100,100,82,0,0,-55,100,0,100,0,100,99,90,0,0,0,0,0,100,99,0,98,97,98,0,0,99,0,1
421,0,0,1,0,1,0,0,4,99,54,0,0,99,14,1,0,6,3,28,1,29,1,0,57,6,0,76,0,7,16,1
422,100,0,0,0,0,0,1,64,100,100,2,3,0,0,12,0,85,0,0,6,11,0,0,99,0,0,0,99,1,3,0
423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,0
424,0,0,0,0,0,0,0,-26,41,0,9,1,0,0,0,0,0,0,94,16,0,0,0,99,0,0,97,0,0,0,0
425,0,98,15,1,0,0,0,-74,34,0,99,0,78,39,0,7,0,0,0,0,12,0,0,84,24,2,0,0,1,0,1
426,0,0,0,0,0,0,0,0,17,24,2,0,0,0,0,0,2,0,16,78,0,2,0,97,0,1,2,0,0,0,0
427,99,0,8,0,0,0,97,39,100,100,73,76,0,69,0,0,2,0,0,0,100,0,0,98,1,98,1,0,100,64,0
428,99,0,0,0,0,0,0,94,100,99,6,4,0,0,0,0,6,6,0,0,2,0,1,97,0,0,0,5,0,0,0
429,31,0,100,0,34,0,0,0,100,91,10,0,100,100,100,6,0,0,0,0,100,0,0,97,100,74,0,0,100,0,1
430,0,99,1,1,0,0,0,-51,32,0,100,0,89,0,1,0,0,0,0,0,0,0,0,91,0,2,1,0,0,0,1
431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
432,0,94,0,1,8,0,0,-38,50,0,54,0,100,0,0,0,0,0,0,0,0,0,0,97,47,13,0,0,0,0,0
433,98,0,0,0,0,0,0,37,100,100,3,7,21,48,0,0,24,0,69,3,11,0,0,97,3,0,9,78,100,99,0
434,0,100,95,1,18,0,0,-55,100,0,100,0,100,57,0,30,0,0,0,0,4,0,0,99,100,1,0,0,97,0,1
435,0,4,99,1,84,0,0,-74,94,5,0,0,90,99,11,0,0,0,0,0,39,1,0,89,80,6,0,0,1,0,1
436,99,0,2,0,0,0,0,47,100,99,0,0,2,83,0,0,0,0,20,2,7,1,0,98,0,0,0,0,0,1,1
437,0,0,0,0,0,0,0,23,4,28,0,0,1,1,0,0,0,1,0,0,1,16,0,92,0,0,0,0,0,0,0
438,1,0,0,0,0,0,0,35,19,40,0,0,1,0,0,0,0,31,2,0,6,1,0,98,0,0,1,0,0,0,1
439,0,0,0,0,0,0,0,-29,44,0,1,9,0,0,0,0,0,6,88,46,0,0,0,97,1,0,97,14,5,0,0
440,100,0,0,0,0,0,0,30,100,100,18,1,0,0,0,0,9,2,97,97,0,0,0,99,0,0,100,0,0,98,0
441,0,0,0,0,0,0,14,0,34,0,0,88,0,0,0,3,0,1,2,0,0,0,0,98,0,0,22,0,0,0,0
442,0,1,0,0,0,0,0,-87,52,0,17,1,1,0,0,100,44,0,0,2,0,0,0,91,0,0,0,0,0,0,1
443,0,83,3,0,0,0,0,-24,100,14,82,18,79,0,0,0,0,0,0,0,1,0,0,98,8,0,0,0,0,0,1
444,0,99,100,1,56,0,0,-58,100,0,47,0,100,100,90,99,93,0,0,0,7,0,0,99,90,5,0,0,92,0,1
445,0,0,100,0,0,0,96,-30,100,26,94,99,2,98,3,0,0,0,0,0,84,4,0,99,58,28,0,0,35,0,1
446,0,17,29,2,57,0,0,-38,60,10,3,0,100,45,11,0,0,2,0,0,6,9,0,95,68,1,0,0,8,10,1
447,0,0,0,0,0,0,0,0,16,0,2,1,0,0,1,0,25,76,0,0,1,0,0,99,0,0,0,11,0,0,0
448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
449,0,7,98,0,81,0,0,-69,89,19,7,0,100,100,21,0,0,0,0,0,30,0,0,98,91,5,0,0,1,0,1
450,0,0,50,0,21,0,0,-29,100,62,3,0,100,98,0,0,0,0,82,58,14,1,0,98,99,0,57,0,0,95,1
451,0,100,0,19,0,0,0,-74,85,0,99,0,99,1,0,25,1,0,0,0,0,28,0,97,1,1,8,0,0,0,1
452,0,77,89,1,11,0,0,-100,100,0,73,0,100,17,100,21,0,99,0,0,100,0,0,99,2,100,0,0,0,0,1
453,100,0,0,0,0,0,2,99,100,100,0,0,0,1,0,0,0,1,0,0,99,0,0,98,0,0,0,0,3,99,0
454,98,0,40,0,0,0,90,26,100,100,1,98,0,37,99,0,1,0,5,0,100,0,0,97,0,4,0,100,24,26,0
455,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,96,0,0,1,0,0,0,0
456,0,15,78,1,94,0,0,-54,82,3,0,0,100,66,0,0,0,0,0,0,21,0,5,95,95,0,2,0,0,0,1
457,0,0,3,0,0,0,99,-19,100,0,93,91,0,0,4,0,0,5,0,0,100,0,0,97,0,100,0,0,0,0,0
458,0,43,0,1,6,0,0,-23,50,0,8,0,100,0,0,0,0,0,0,0,0,0,0,85,2,0,0,0,0,0,0
459,99,0,0,0,0,0,18,47,100,100,6,48,0,1,58,0,40,0,2,20,56,0,0,97,0,10,0,66,8,0,0
460,0,20,0,0,0,0,0,-24,91,66,79,0,87,2,99,0,1,0,0,0,12,0,34,98,0,17,1,0,0,0,1
461,0,74,54,1,12,0,0,-100,100,0,66,0,99,3,81,38,0,0,0,0,100,0,0,99,1,100,0,0,0,0,1
462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,1
463,0,0,3,99,0,0,84,14,100,0,1,100,0,0,0,0,0,36,0,0,100,100,0,97,0,19,0,0,49,0,1
464,0,61,98,0,0,0,0,-70,100,24,20,0,90,86,0,95,0,1,0,0,2,1,0,48,0,6,0,0,4,0,1
465,0,0,93,0,0,0,12,-48,66,0,0,0,4,9,100,0,0,1,0,0,100,1,0,95,0,99,0,0,2,0,0
466,100,0,0,0,0,0,2,89,100,100,0,6,0,1,5,0,21,0,0,3,73,0,3,86,0,17,1,1,58,1,0
467,100,0,57,0,0,0,6,21,100,100,15,3,1,99,0,0,36,0,3,30,100,0,0,87,32,26,4,0,100,99,0
468,0,0,3,0,0,0,1,0,79,0,0,0,20,0,0,0,0,0,0,0,99,0,0,98,0,36,0,0,0,0,0
469,0,0,0,0,0,0,1,-1,52,20,80,0,1,0,0,0,4,0,100,0,0,0,0,96,3,0,27,0,54,59,0
470,0,0,0,0,0,0,4,0,80,19,1,52,0,0,0,0,2,0,68,9,0,5,0,91,0,0,97,40,22,24,0
471,99,0,0,0,0,0,1,77,100,99,0,20,0,0,0,0,20,2,33,17,2,1,0,72,0,0,26,0,2,33,0
472,100,0,0,0,0,0,11,93,100,99,0,0,0,0,8,0,10,0,0,0,98,0,0,99,0,81,0,1,7,0,1
473,0,99,20,1,0,0,0,-57,100,0,98,0,99,7,0,0,0,0,0,0,17,0,0,98,7,70,0,0,1,0,1
474,0,0,0,0,0,0,3,-25,97,0,0,51,0,0,0,1,55,100,54,4,0,0,0,41,0,0,94,13,0,0,0
475,100,0,0,0,0,0,2,9,100,100,8,3,0,12,45,1,99,0,3,81,65,0,0,99,0,3,1,50,94,4,0
476,0,17,75,1,17,0,0,-63,95,0,11,0,99,29,39,1,0,0,0,0,43,0,0,62,0,37,0,0,0,0,1
477,0,100,1,1,0,1,0,-55,52,0,99,0,100,0,0,0,0,0,1,0,0,0,0,94,0,1,1,0,0,0,1
478,0,60,100,1,17,0,0,-95,100,0,69,1,99,94,75,1,0,9,0,0,100,0,0,76,11,100,0,0,12,0,1
479,0,15,75,0,0,0,1,-34,100,54,99,7,94,66,56,0,0,0,0,0,100,3,1,93,8,100,0,0,9,0,1
480,56,0,85,0,12,0,0,2,100,100,5,0,100,100,3,0,30,0,0,0,73,0,0,96,100,0,0,0,100,3,1
481,0,0,2,0,0,0,0,-69,61,0,0,0,0,15,2,92,0,1,0,0,3,0,0,85,0,3,0,0,0,0,1
482,100,0,0,0,0,0,0,87,100,100,0,3,0,0,24,0,0,0,0,0,25,0,0,95,0,1,0,0,0,7,0
483,0,100,98,1,1,0,0,-100,100,0,97,0,99,46,98,96,4,0,0,0,42,0,0,98,1,20,0,0,0,0,1
