,joy,sadness,disgust,contempt,anger,fear,surprise,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,lidTighten,jawDrop,dimpler,eyeWiden,cheekRaise,lipStretch,pain
484,75,0,0,0,0,0,0,0,100,100,0,0,71,33,0,86,94,33,83,1,17,0,0,88,30,2,2,0,0,0,1
485,0,31,14,1,36,0,0,-22,100,0,0,0,100,4,1,0,1,2,0,0,0,0,0,97,39,0,0,0,2,0,1
486,0,0,0,0,0,16,8,-1,28,0,8,53,0,0,0,0,34,1,0,1,0,0,0,96,0,1,1,100,0,0,0
487,0,1,0,0,0,0,71,-23,67,0,83,100,0,0,0,10,0,4,2,0,0,0,0,42,0,24,3,0,0,0,0
488,0,0,0,0,0,0,0,-51,52,0,0,1,0,0,0,0,0,8,100,92,1,0,0,99,0,0,55,0,0,11,0
489,2,0,77,0,0,0,1,28,96,36,1,0,3,78,0,1,6,0,0,0,66,15,14,98,0,1,0,0,96,0,0
490,100,0,0,0,0,0,3,93,100,94,0,0,0,0,0,0,0,0,0,0,100,0,0,99,0,11,0,0,0,1,0
491,0,0,0,0,0,0,0,-42,7,0,17,0,0,0,0,63,0,0,0,1,1,0,0,96,0,1,0,0,0,0,0
492,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,8,2,0,10,0,0,97,0,3,0,1,0,0,0
493,3,0,20,0,0,0,0,12,100,84,3,0,100,69,0,0,5,0,1,3,13,0,0,96,41,0,0,0,2,1,1
494,100,0,78,0,0,0,20,17,100,100,2,37,0,59,94,0,1,0,3,0,100,0,0,97,0,0,0,45,9,77,0
495,24,0,0,0,0,0,1,71,91,66,2,32,0,0,0,0,0,0,1,55,1,2,2,99,0,0,2,0,60,16,0
496,0,0,11,98,0,0,0,-16,2,3,0,0,20,39,0,6,0,1,0,0,3,95,0,78,0,35,0,0,0,0,0
497,98,0,0,0,0,0,90,64,100,100,0,100,0,1,66,0,2,0,0,0,90,0,0,98,0,8,0,100,39,0,0
498,92,0,8,0,0,0,0,33,100,100,41,11,62,65,0,0,0,0,0,0,76,0,0,97,11,1,0,0,77,99,0
499,47,0,100,0,6,0,0,0,100,100,12,0,100,100,99,0,89,0,0,0,55,0,0,94,100,3,0,0,100,1,1
500,0,0,100,0,88,0,0,0,100,53,5,0,100,100,99,8,0,0,0,0,100,0,0,95,100,5,0,0,100,0,1
501,0,9,0,0,0,0,1,-18,0,0,92,0,0,0,0,0,1,0,0,3,0,0,0,99,0,0,0,0,0,0,0
502,100,0,0,0,0,0,9,86,100,100,16,5,0,2,0,0,0,0,0,24,100,0,0,96,0,42,0,0,67,18,0
503,99,0,0,0,0,0,2,5,100,100,90,9,0,0,0,0,13,0,100,98,0,0,0,86,0,0,100,1,0,100,0
504,0,7,64,0,1,0,0,-34,81,48,40,2,96,94,6,0,0,0,0,0,25,2,0,97,49,0,4,0,0,1,1
505,0,16,97,1,0,0,4,-100,98,0,91,0,52,34,99,0,0,0,0,0,100,0,0,96,0,100,0,0,0,0,1
506,0,0,0,0,0,0,0,-54,50,4,17,0,0,0,0,0,0,0,98,100,0,0,0,98,0,0,98,0,0,51,0
507,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,0,0,1,0,0,1,0,0,97,0,0,0,0,0,0,0
508,100,0,0,0,0,0,10,83,100,100,52,0,0,0,0,0,0,0,0,0,100,0,1,98,78,29,0,0,0,0,0
509,99,0,0,0,0,0,12,56,100,100,1,39,0,1,82,0,1,0,0,1,62,0,0,99,0,9,0,57,3,0,0
510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,1
511,100,0,0,0,0,0,4,83,100,100,3,7,0,0,29,0,0,1,2,0,77,0,0,98,0,2,0,64,0,0,0
512,99,0,0,0,0,0,0,14,100,98,1,2,0,0,0,0,95,0,71,97,0,0,0,97,0,0,49,0,0,0,0
513,99,0,2,0,0,0,4,23,99,83,0,3,0,1,99,7,1,100,0,0,100,0,0,95,0,18,0,0,0,0,0
514,0,0,23,98,0,0,1,1,100,3,0,1,0,1,0,0,0,100,0,0,75,97,0,98,2,2,0,0,10,0,0
515,0,9,100,1,96,0,0,-67,100,6,0,0,100,100,0,0,0,1,0,2,33,0,0,99,100,8,0,0,7,0,1
516,0,0,0,0,0,14,84,-18,50,0,95,100,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,100,0,0,0
517,0,0,0,94,0,0,18,-20,100,0,0,88,0,0,0,0,100,21,2,0,0,84,0,99,0,1,1,33,0,0,0
518,0,0,1,0,0,0,1,0,1,0,1,12,0,0,0,0,0,2,0,0,20,0,0,44,0,3,0,9,0,0,0
519,80,0,0,0,0,0,0,75,100,98,0,0,73,1,0,0,0,0,4,0,54,0,0,98,12,1,0,0,98,26,1
520,0,0,0,0,0,4,51,0,51,0,14,100,0,0,0,0,0,1,0,0,0,0,0,92,0,0,0,100,0,0,0
521,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,0,0,98,0,0,41,0,0,8,0
522,0,7,100,0,93,0,0,-38,100,14,1,0,100,100,79,8,1,0,0,0,32,0,0,94,100,0,0,0,100,0,1
523,0,0,74,0,0,0,0,-100,97,0,0,0,0,51,47,99,0,45,0,0,0,0,0,93,0,1,0,0,0,0,1
524,23,0,0,0,2,0,0,0,100,87,2,0,90,5,0,97,90,25,5,0,70,0,0,69,62,14,0,0,0,0,1
525,0,7,13,1,1,0,0,0,100,0,3,1,74,6,0,0,1,0,0,0,0,1,83,97,1,1,0,0,56,0,1
526,0,0,3,0,0,0,95,-69,100,0,5,91,0,0,4,100,0,95,0,0,100,0,0,98,0,100,0,0,0,0,0
527,0,100,1,1,0,0,0,-100,99,0,99,0,100,5,10,70,0,0,0,0,10,0,0,98,3,0,0,0,0,0,1
528,0,29,10,98,88,0,0,0,100,0,2,0,100,0,0,0,2,0,15,0,0,80,0,97,91,0,0,0,90,2,1
529,99,0,2,0,0,0,83,38,100,100,1,87,0,17,95,0,3,0,3,0,100,0,0,97,0,1,0,100,43,50,0
530,0,42,100,1,44,0,0,-35,100,0,11,0,100,97,3,0,1,1,0,0,6,0,0,91,51,0,0,0,100,0,1
531,0,5,100,1,96,1,0,-27,100,13,16,0,100,99,0,0,1,0,8,2,63,1,84,93,100,1,0,0,96,85,1
532,0,0,0,0,0,0,0,-58,22,0,4,3,1,0,0,80,20,0,0,0,0,0,0,40,0,0,0,0,0,0,1
533,0,99,16,10,9,0,0,-2,100,10,98,0,100,9,0,0,0,13,0,0,24,28,0,99,84,0,0,0,99,0,1
534,99,0,11,0,0,0,76,18,100,100,5,76,0,45,95,0,1,0,21,0,100,0,0,97,0,2,0,98,4,24,0
535,51,0,100,0,2,0,0,0,100,100,38,0,100,100,100,0,100,0,0,0,62,0,0,95,100,13,0,0,100,7,1
536,0,0,0,0,0,0,0,-10,23,6,0,9,4,1,0,1,74,0,2,17,11,3,0,77,0,0,35,0,5,1,0
537,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,20,0,0,0
538,0,100,10,1,15,1,0,-55,100,0,100,0,100,1,0,0,0,21,0,2,0,0,0,93,98,1,0,0,0,0,1
539,0,0,0,0,0,0,0,16,9,34,2,1,0,1,0,0,39,0,0,1,1,1,0,95,0,0,2,0,0,2,0
540,0,0,0,0,0,33,1,0,3,0,1,14,0,0,0,0,0,1,0,37,0,0,0,98,0,1,0,97,0,0,0
541,0,39,100,1,38,0,0,-35,100,0,10,0,100,98,2,0,0,1,0,0,8,0,8,91,43,0,0,0,100,0,1
542,0,0,1,0,0,0,66,3,77,10,0,80,0,2,0,0,0,0,1,0,37,0,0,82,0,92,1,15,0,0,0
543,0,0,0,0,0,0,5,0,7,0,3,64,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0
544,0,95,3,1,3,0,0,-70,100,0,100,1,100,0,1,19,0,0,0,1,100,0,0,99,0,17,0,0,0,0,1
545,0,0,0,0,0,0,1,0,1,5,0,29,0,0,3,0,1,0,0,0,2,0,0,97,0,8,0,0,0,0,0
546,99,0,7,0,0,0,83,36,100,100,1,89,0,44,75,0,0,0,1,0,99,0,0,97,0,0,0,93,32,18,0
547,16,0,9,0,0,0,1,50,61,53,7,4,1,56,0,1,1,0,1,0,44,12,0,96,3,5,0,0,80,0,0
548,0,100,57,1,1,0,0,-100,100,0,96,1,99,59,0,81,28,1,0,0,1,0,0,83,11,1,0,0,0,0,1
549,0,0,99,0,0,0,0,-18,100,32,8,1,31,100,16,0,97,0,0,7,2,0,0,98,87,3,0,0,100,1,1
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
551,0,0,1,0,0,0,0,-25,52,0,0,2,0,2,1,3,99,63,3,0,0,0,0,98,0,0,2,0,0,0,0
552,0,92,0,1,7,0,0,-27,50,0,49,0,100,0,0,0,0,0,0,0,0,0,0,95,39,8,0,0,21,0,0
553,0,0,1,0,0,0,1,-15,12,0,14,0,0,0,0,0,0,0,72,2,55,0,0,96,0,0,0,0,0,0,0
554,0,30,0,1,8,0,0,-20,51,0,1,0,100,0,0,0,0,0,0,0,1,0,0,88,3,0,0,0,0,0,0
555,0,0,5,0,0,0,1,-1,20,1,0,1,0,0,28,0,0,0,1,0,80,0,0,98,0,0,0,0,0,0,0
556,100,0,0,0,0,0,0,65,100,100,0,1,0,1,0,0,96,10,6,8,17,0,0,93,0,0,16,24,99,100,0
557,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,15,0,9,46,0,0,0,0,0,0,1
558,100,0,0,0,0,0,1,16,100,100,82,0,1,1,0,0,99,0,16,67,3,0,0,98,1,0,3,0,5,19,1
559,0,84,100,1,11,0,0,-88,100,10,98,0,100,99,100,0,0,1,0,0,100,3,0,99,36,100,0,0,0,0,1
560,84,0,0,0,0,0,23,91,100,97,0,99,0,0,0,0,0,21,6,8,0,0,0,89,0,0,2,8,0,0,0
561,0,32,0,4,59,0,0,-30,85,0,2,0,100,1,0,0,25,0,1,1,0,13,0,94,60,0,0,0,0,0,1
562,100,0,0,0,0,0,0,70,100,100,0,0,1,54,0,0,0,0,2,1,15,0,0,99,1,0,0,0,4,1,1
563,0,0,0,0,0,0,0,0,6,6,0,0,0,3,0,0,1,59,0,0,2,0,0,68,0,0,0,0,2,0,0
564,0,0,0,0,0,17,0,0,0,0,1,1,0,0,0,0,0,8,0,0,1,0,0,97,0,1,0,85,0,0,0
565,0,25,7,1,64,0,0,-12,100,3,2,0,100,2,1,0,0,81,2,0,5,3,0,98,64,0,0,0,16,6,1
566,15,0,34,0,1,0,0,21,100,82,0,0,93,91,0,0,0,0,4,1,96,16,0,99,3,4,8,0,97,9,1
567,0,1,100,5,96,0,0,-94,100,5,0,0,97,100,91,0,1,0,0,0,96,17,1,96,59,16,0,0,0,8,1
568,0,0,0,1,0,0,46,-100,100,0,60,98,0,0,0,71,0,1,90,38,0,10,0,98,0,0,86,0,0,2,0
569,0,0,0,91,0,0,1,0,1,3,0,7,0,0,0,0,0,0,15,22,25,83,0,71,0,0,3,0,0,2,0
570,0,0,0,0,0,0,12,0,19,0,10,80,0,0,0,0,0,0,0,0,0,0,0,96,0,1,0,9,0,0,0
571,100,0,0,0,0,0,1,56,100,100,17,2,0,1,1,0,51,16,62,5,54,0,2,99,0,0,12,0,72,78,1
572,0,0,0,0,0,1,1,0,0,0,0,13,0,0,0,0,2,1,4,0,0,0,0,96,0,1,34,53,0,0,0
573,0,0,97,1,0,0,1,-21,54,1,8,29,3,99,1,1,0,0,0,0,3,11,0,97,21,11,0,0,55,0,1
574,0,1,100,1,83,0,0,-60,100,1,4,0,93,74,92,0,0,0,24,0,97,3,0,88,34,0,0,0,83,1,1
575,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,0,22,0,2,0,79,5,0,0,0,0,0,0
576,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,0,0,98,0,0,59,0,0,0,0
577,0,0,0,98,0,2,7,-20,97,0,0,57,0,0,0,0,92,5,8,0,0,96,0,92,0,0,9,82,0,0,0
578,100,0,0,0,0,0,5,82,100,100,0,15,0,32,0,0,0,82,3,0,99,0,0,73,0,6,0,0,0,96,0
579,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,93,0,1,0,3,0,0,0
580,0,0,0,0,0,0,0,-24,51,0,1,1,0,0,0,0,0,100,41,71,1,0,0,98,0,0,85,0,0,0,0
581,100,0,0,0,0,0,0,89,100,100,0,2,0,0,0,0,31,9,1,2,30,0,0,92,0,0,10,7,0,96,0
582,0,44,100,91,86,0,0,-95,100,0,59,0,100,66,8,0,37,38,0,0,100,63,0,86,69,97,0,0,0,1,1
583,99,0,7,0,0,0,76,30,100,100,1,79,0,36,94,0,0,0,4,0,100,0,0,96,0,0,0,98,1,8,0
584,0,29,100,2,91,0,0,-76,100,2,4,0,100,100,0,0,0,0,1,0,4,4,93,98,100,1,0,0,0,0,1
585,0,0,0,0,0,0,4,-69,99,0,0,61,0,0,0,0,47,85,96,99,0,0,0,73,0,0,100,0,0,1,0
586,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,20,1,0,0,0,96,0,0,0,0,0,0,0
587,0,0,0,0,0,0,0,3,1,20,0,0,0,0,0,0,0,0,37,0,0,0,0,99,0,1,27,19,0,1,0
588,0,99,1,28,3,1,0,-84,100,0,100,0,100,0,0,0,0,0,42,46,0,32,0,96,4,0,30,0,0,0,1
589,100,0,0,0,0,0,8,68,100,98,67,0,0,20,0,0,0,0,0,0,96,0,0,64,0,4,40,0,63,96,0
590,0,0,0,0,0,33,1,0,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,96,0,2,0,98,0,0,0
591,100,0,0,0,0,0,4,94,100,100,8,0,0,5,0,0,0,0,0,0,99,0,0,96,0,15,0,0,0,1,0
592,0,94,0,1,0,0,0,-41,23,0,74,0,82,1,0,0,1,0,1,0,0,0,0,98,0,1,1,0,0,0,1
593,0,1,0,0,0,0,1,-2,0,0,47,0,0,0,0,0,0,4,0,0,2,0,0,95,0,0,0,0,0,0,0
594,0,0,0,0,0,0,0,-27,10,0,2,0,0,0,0,0,0,69,60,59,0,1,0,95,0,0,98,0,0,0,0
595,100,0,0,0,0,0,2,44,100,100,0,0,1,2,98,0,2,9,5,0,98,0,0,98,0,0,13,0,0,2,0
596,99,0,0,0,0,0,0,53,100,100,1,8,8,6,0,0,64,1,60,6,1,0,0,97,0,0,94,67,6,34,0
597,0,100,0,1,0,0,0,-100,100,0,98,0,99,1,0,100,0,0,0,0,0,0,0,98,0,0,0,0,0,0,1
598,0,97,0,98,7,0,0,-67,97,0,77,0,100,0,0,3,0,0,2,50,0,77,0,93,8,0,12,0,0,4,1
599,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,98,0,0,0,0,0,0,0
600,0,2,1,1,1,0,0,-7,8,0,0,0,63,1,0,0,0,2,0,0,4,0,0,98,12,2,0,0,0,0,1
601,0,0,1,0,0,0,1,-27,3,0,0,0,0,0,0,52,0,1,0,0,51,0,0,99,0,36,0,0,0,0,0
602,34,0,90,0,5,0,0,8,100,92,25,0,95,100,2,0,0,2,0,0,78,5,0,80,90,21,0,0,26,16,1
603,100,0,100,0,0,0,13,0,100,98,0,0,3,100,100,0,1,47,0,0,100,0,0,98,43,100,0,0,100,0,1
604,14,0,0,0,0,0,0,47,66,55,9,3,0,0,0,0,0,0,6,0,16,0,0,98,0,0,1,0,0,1,1
605,0,0,0,0,0,0,26,0,28,0,43,86,0,0,0,0,0,0,0,0,0,0,0,88,0,1,0,1,1,0,0
606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,1,0,2,0,0,0
607,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,4,0,95,0,0,0,0,0,0,0
608,2,10,3,0,3,0,0,0,100,71,100,0,100,18,0,0,0,0,0,0,100,3,0,99,89,27,0,0,6,0,1
609,0,96,100,1,87,0,0,-97,100,3,80,0,100,96,99,88,1,1,0,0,100,0,0,96,93,100,0,0,0,0,1
610,100,0,0,0,0,0,7,51,100,100,5,22,0,0,71,0,1,0,2,26,32,0,0,98,0,33,1,99,0,0,0
611,0,87,100,1,20,0,0,-98,100,0,91,0,100,91,89,0,0,0,0,0,100,0,0,82,32,100,0,0,5,0,1
612,0,0,0,0,0,0,14,0,29,0,1,87,0,0,0,1,0,0,0,0,1,0,100,96,0,0,0,7,0,0,0
613,0,0,0,0,0,12,87,-20,50,0,100,100,0,0,0,0,0,0,0,0,0,0,0,96,0,7,0,99,0,0,0
614,100,0,13,0,0,0,12,66,100,100,10,4,0,59,0,0,0,0,0,0,100,0,0,98,1,67,0,0,100,91,0
615,0,0,0,0,0,0,1,-11,0,0,48,0,0,0,0,0,0,0,14,13,0,0,0,98,0,0,82,0,0,0,0
616,0,0,0,0,0,31,1,-3,11,0,0,20,0,0,0,0,51,4,0,0,0,0,0,96,0,2,1,99,0,0,0
617,95,0,0,0,0,0,0,42,99,85,1,0,0,0,0,0,18,0,13,100,0,9,0,96,0,0,6,0,0,2,0
618,0,0,0,0,0,0,0,17,2,23,0,1,0,0,0,0,2,0,1,0,0,0,0,98,0,0,0,1,0,0,1
619,94,0,0,0,0,0,0,80,99,82,1,1,0,0,2,0,1,7,0,0,12,0,0,92,0,1,0,0,0,0,0
620,100,0,0,0,0,0,12,99,100,100,0,0,0,1,1,0,0,0,0,0,97,0,0,92,0,92,0,0,1,2,0
621,100,0,0,0,0,0,1,95,100,100,0,1,0,0,8,0,0,0,0,0,42,0,0,95,0,34,0,1,0,0,0
622,0,2,0,0,0,0,0,-7,2,0,15,0,46,0,0,0,1,0,0,1,0,0,0,97,1,0,0,0,0,0,1
623,0,0,0,0,0,0,0,5,0,10,0,4,0,0,0,0,0,0,1,0,8,0,0,98,0,0,0,2,0,0,0
624,0,0,0,95,0,0,8,-25,80,1,0,56,0,0,0,0,1,0,56,63,41,88,0,93,0,0,0,0,0,1,0
625,84,0,0,0,0,0,52,95,100,96,1,97,0,0,1,0,0,97,0,0,0,0,0,96,0,21,0,100,0,0,0
626,100,0,7,0,0,0,1,42,100,100,1,0,0,29,79,0,0,0,1,0,29,0,0,95,0,17,2,0,100,0,1
627,0,0,0,0,0,0,0,-2,2,0,4,1,0,0,0,0,0,0,42,5,0,8,0,98,0,0,100,0,0,0,0
628,100,0,20,0,0,0,3,47,100,100,0,0,0,98,1,0,0,0,0,0,97,0,0,97,2,8,8,0,36,88,1
629,100,0,0,0,0,0,2,58,100,92,1,0,0,1,60,0,0,99,1,0,96,0,0,68,0,1,0,1,0,0,0
630,0,0,100,0,0,0,0,-84,100,2,2,0,5,98,3,97,0,0,84,0,18,1,0,98,0,2,0,0,31,0,1
631,0,1,0,0,0,0,1,-75,50,0,80,0,0,0,0,2,57,0,20,100,0,0,0,99,0,0,91,0,0,0,0
632,57,0,88,0,2,0,0,13,100,100,0,12,99,100,5,0,0,0,0,0,99,0,0,98,57,5,0,0,14,53,1
633,97,0,0,0,0,0,0,39,100,88,34,2,0,0,0,0,0,0,100,18,0,0,0,97,0,0,100,0,0,99,0
634,0,0,3,0,0,0,21,-8,50,0,55,0,0,0,1,4,0,17,0,0,100,0,0,96,0,65,0,0,0,0,0
635,46,2,100,0,1,0,0,0,100,94,65,0,100,100,100,95,96,0,0,5,100,0,0,99,79,99,0,0,85,0,1
636,100,0,0,0,0,0,1,78,100,100,60,1,0,1,0,0,6,0,2,0,14,0,0,98,1,0,0,17,0,2,0
637,0,0,0,0,0,0,12,0,14,0,25,74,0,0,0,0,0,0,0,0,0,0,0,94,0,3,0,0,0,0,0
638,100,0,0,0,0,0,1,97,100,99,0,0,0,0,0,0,1,0,7,0,43,0,0,98,0,11,0,0,15,1,0
639,89,0,0,0,0,0,26,85,100,98,21,94,0,0,3,0,12,0,0,3,1,0,0,95,0,1,0,0,0,0,1
640,100,0,0,0,0,0,0,74,100,100,12,1,0,5,3,0,1,0,52,3,19,0,1,95,2,3,77,0,95,2,1
641,0,0,1,0,0,7,1,0,34,0,0,0,0,0,2,0,0,91,0,0,8,0,0,46,0,20,0,82,0,0,1
642,0,80,0,1,12,0,0,-70,95,0,20,0,100,0,0,40,25,0,7,2,0,0,0,95,27,1,0,0,0,0,1
643,0,0,0,0,0,0,1,-37,13,0,52,0,0,0,0,0,0,3,73,25,0,0,0,99,0,0,96,0,0,0,0
644,0,0,92,0,0,0,0,-24,53,18,0,0,6,100,2,0,0,0,0,0,2,0,0,96,28,0,0,0,3,0,1
645,0,21,100,1,90,0,0,-46,100,7,4,0,100,100,68,1,1,0,0,0,8,0,0,94,100,0,0,0,100,1,1
646,0,0,97,0,0,0,0,-35,89,12,0,0,11,99,4,0,0,2,0,0,30,0,0,99,6,1,0,0,0,0,1
647,0,92,100,1,88,0,0,-100,100,0,68,0,100,100,100,86,90,1,0,0,100,0,0,97,79,100,0,0,0,0,1
648,0,0,0,0,0,3,44,0,50,0,1,100,0,0,0,0,0,0,1,0,0,0,0,96,0,0,3,99,2,0,0
649,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,12,0,0,0,0,99,0,3,66,11,0,2,0
650,0,0,4,0,1,0,0,0,94,49,0,0,91,30,17,0,0,2,1,0,46,3,1,95,6,1,0,0,0,3,1
651,16,0,0,0,1,0,0,0,100,94,5,0,95,6,0,64,72,9,14,0,10,0,0,74,80,0,0,0,0,0,1
652,99,0,0,0,0,0,96,67,100,100,93,66,0,3,0,0,3,0,0,2,100,0,0,51,0,82,0,0,1,61,0
653,0,99,0,2,1,1,0,-61,65,0,95,0,99,0,0,0,10,1,6,10,0,2,0,94,3,0,96,0,0,1,1
654,0,3,99,1,99,0,0,-71,99,2,0,0,100,94,0,0,0,0,0,0,73,0,41,97,88,2,0,0,0,0,1
655,100,0,0,0,0,0,0,35,100,100,7,0,0,0,0,0,3,0,94,99,1,0,0,98,0,0,9,0,19,99,0
656,0,0,0,0,0,0,0,-24,46,0,14,0,0,0,0,0,0,0,98,2,1,3,0,95,0,0,49,0,0,98,0
657,0,0,1,0,0,0,0,-35,54,0,0,0,0,10,9,9,93,89,0,0,0,0,100,99,0,0,1,0,0,0,0
658,0,1,0,0,0,0,1,-80,65,0,98,0,0,0,0,0,13,0,65,100,0,0,0,94,2,0,64,0,0,0,0
659,58,2,100,0,0,0,0,0,100,97,99,0,100,100,100,0,2,0,0,0,100,0,0,99,46,100,0,0,1,0,1
660,0,0,6,0,0,0,8,0,29,0,0,0,0,0,15,0,0,0,0,0,88,0,0,70,0,79,0,1,0,0,0
661,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,94,0,1,0,0,0,0,0
662,67,0,3,0,0,0,36,57,100,89,0,100,0,77,0,3,1,0,0,0,21,3,0,98,1,6,0,0,100,0,0
663,24,0,68,0,2,0,0,7,100,99,4,0,100,100,9,0,8,0,0,0,4,0,0,95,100,0,0,0,100,29,1
664,0,0,0,0,0,0,0,-15,10,0,15,0,0,0,0,0,2,0,1,69,0,0,0,71,0,0,51,0,0,1,0
665,100,0,0,0,0,0,0,70,100,100,0,2,0,0,0,0,85,12,1,7,6,0,0,91,0,0,62,1,0,89,0
666,100,0,2,0,0,0,6,0,100,100,6,0,1,98,0,0,50,0,60,93,100,0,0,93,69,47,0,0,100,85,0
667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,0,0,0,2,0,0,0
668,66,0,0,0,2,0,0,0,100,97,2,0,89,7,0,99,98,41,40,2,85,0,0,89,66,32,1,0,0,0,1
669,30,0,90,0,27,0,0,3,100,92,0,0,100,100,1,0,6,0,12,2,82,0,97,99,100,0,0,0,6,17,1
670,28,0,0,0,0,0,0,21,100,100,33,0,100,2,0,14,68,2,10,1,7,0,0,88,97,0,1,0,2,0,1
671,0,0,0,3,0,0,4,-21,98,0,2,58,0,0,0,0,99,0,1,0,0,26,0,92,0,2,0,1,0,1,0
672,9,0,8,0,0,0,0,13,93,66,0,0,54,63,1,0,0,0,0,0,74,1,0,92,1,0,0,0,0,5,1
673,0,0,2,0,0,0,2,0,20,0,0,0,0,0,3,0,0,1,0,0,80,0,0,63,0,4,0,0,16,0,1
674,100,0,0,0,0,0,0,30,100,100,3,0,1,8,1,0,78,15,97,27,17,0,1,97,5,0,82,0,100,82,1
675,98,0,0,0,0,0,94,94,100,100,3,95,0,0,7,0,4,1,0,0,97,0,0,98,0,36,0,100,0,0,0
676,0,100,1,1,0,1,0,-54,48,0,99,0,98,0,0,0,0,0,1,0,0,0,0,93,0,1,0,0,0,0,1
677,0,2,100,1,99,0,0,-80,100,2,1,0,100,100,78,0,0,0,0,0,87,0,17,96,100,3,0,0,40,1,1
678,100,0,0,0,0,0,0,91,100,100,3,2,0,5,3,0,0,0,8,1,5,0,7,98,2,1,61,0,83,9,1
679,0,0,0,0,0,0,0,21,3,26,0,1,0,0,0,0,0,7,0,0,5,0,0,98,0,0,0,0,0,0,0
680,0,0,85,0,0,0,0,0,100,72,0,31,89,100,2,0,78,0,37,6,5,8,0,98,74,7,43,0,87,74,1
681,0,0,1,0,0,0,0,0,39,0,0,0,0,1,2,14,0,93,0,0,7,0,0,75,0,1,0,0,0,0,0
682,100,0,0,0,0,0,2,83,100,100,0,7,0,0,0,0,48,2,2,0,68,0,0,90,0,1,11,19,0,99,0
683,0,0,0,0,1,61,1,-45,76,0,9,17,0,0,0,0,0,0,100,70,0,6,0,94,1,0,100,100,3,36,0
684,91,0,0,0,0,0,29,82,100,100,24,96,0,0,8,0,15,0,0,5,1,0,0,94,0,3,0,0,0,0,1
685,0,1,0,0,0,0,0,-11,0,0,46,1,13,0,0,5,0,3,3,0,0,0,0,98,0,0,0,0,0,0,1
686,0,26,100,1,94,0,0,-60,100,0,2,0,100,97,0,0,0,1,0,0,11,0,2,97,100,3,0,0,36,0,1
687,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,20,12,0,0,4,28,0,86,0,0,9,1,0,61,0
688,0,92,100,100,35,0,0,-99,100,0,100,0,100,100,97,0,0,1,0,0,100,99,0,98,55,100,0,0,1,1,1
689,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,97,0,12,0,7,0,0,0
690,99,0,15,0,0,0,45,21,100,100,3,70,0,33,95,0,1,0,30,0,100,0,0,98,0,0,0,1,9,74,0
691,100,0,0,0,0,0,0,78,100,100,6,3,1,6,8,0,1,0,36,0,5,0,0,98,1,1,35,0,53,16,1
692,0,84,100,1,65,0,0,-46,100,0,39,0,100,98,4,0,1,0,0,0,4,0,14,98,93,0,0,0,100,0,1
693,0,100,0,1,0,0,0,-80,91,0,94,0,98,0,0,34,3,0,0,0,0,0,0,90,2,0,0,0,0,0,1
694,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,1
695,34,0,97,0,0,0,0,36,100,67,0,0,25,100,4,0,1,0,0,1,49,0,0,99,5,3,0,0,99,1,1
696,0,1,99,0,65,0,0,-32,100,43,0,0,100,100,2,0,0,0,4,5,32,1,10,96,98,0,24,0,1,16,1
697,0,87,1,1,4,0,0,-94,100,0,18,1,93,1,0,99,0,0,0,0,11,0,0,85,6,23,0,0,12,0,1
